,Unnamed: 0,Unnamed: 0.1,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,ahorro,cheking,vivienda,proposito,outlier,Clusters,pca1,pca2
463,703,703,41,male,2,own,moderate,moderate,2503,30,business,4,1,0,4,1,0,0.18955252208354445,0.3006134771832293
464,704,704,32,female,2,own,little,moderate,2528,27,business,1,1,0,4,1,0,0.18235844623370595,0.248146124920091
465,705,705,35,female,2,free,quite rich,None,5324,15,car,2,2,1,3,1,0,0.13225506147994848,0.17096943709123885
466,707,707,25,female,2,rent,little,moderate,2969,12,furniture/equipment,1,1,2,2,1,0,-0.040870413602032155,-0.03709581604033003
467,708,708,25,female,2,own,little,moderate,1206,9,radio/TV,1,1,0,0,1,1,-0.23677350303777883,-0.3123571413317528
468,709,709,37,male,1,own,little,moderate,2118,9,radio/TV,1,1,0,0,1,1,-0.23345891951367334,-0.22940504840526385
469,710,710,32,male,3,own,quite rich,None,629,18,radio/TV,2,2,0,0,1,1,-0.15393772829641275,-0.28731674991790196
470,711,711,35,female,2,free,little,little,1198,6,education,1,0,1,1,1,-1,-0.32108695902562934,-0.10668153991834171
471,712,712,46,male,3,own,None,None,2476,21,car,0,2,0,3,1,0,-0.0039333341964424475,0.2144006166723367
472,713,713,25,male,1,own,little,little,1138,9,radio/TV,1,0,0,0,1,1,-0.24123410618949256,-0.312750701206799
473,716,716,40,male,2,own,None,None,3077,30,radio/TV,0,2,0,0,1,-1,0.17383661066551262,-0.24393919530584
474,717,717,32,male,3,free,little,None,1505,18,radio/TV,1,2,1,0,1,1,-0.09647466416551359,-0.28224677270407095
475,718,718,31,male,2,own,None,rich,3148,24,radio/TV,0,3,0,0,1,1,0.11844351587970689,-0.2904970389189505
476,719,719,31,male,2,own,moderate,moderate,6148,20,car,4,1,0,3,1,0,0.2905045445627071,0.14044174164225076
477,722,722,24,female,1,own,little,little,1228,12,car,1,0,0,3,1,0,-0.1358463553859381,0.08170557212380603
478,724,724,21,female,2,rent,little,None,2570,27,car,1,2,2,3,1,0,0.22239488272293834,0.04183776704032802
479,726,726,47,male,1,own,quite rich,None,1316,15,radio/TV,2,2,0,0,1,1,-0.23072647330820542,-0.1806051600751759
480,727,727,25,female,2,rent,little,little,1882,18,radio/TV,1,0,2,0,1,1,-0.03878040261965813,-0.32537452407172357
481,729,729,36,male,2,own,rich,rich,1275,24,business,3,3,0,4,1,0,0.03011212888130887,0.27242873592258887
482,730,730,33,male,2,own,little,moderate,6403,24,radio/TV,1,1,0,0,1,-1,0.3225437638165785,-0.2587126269762742
483,732,732,44,female,1,own,little,moderate,760,8,radio/TV,1,1,0,0,1,1,-0.37257610315814554,-0.19007388467639222
484,733,733,28,female,2,rent,rich,None,2603,24,car,3,2,2,3,1,0,0.14037894852381796,0.09298172991854978
485,734,734,37,female,2,own,little,None,3380,4,car,1,2,0,3,1,0,-0.19247782154469026,0.19335589708465664
486,740,740,32,male,2,own,moderate,little,2325,24,car,4,0,0,3,1,0,0.10330629448826491,0.11726401804193474
487,741,741,23,male,1,own,little,moderate,1048,10,radio/TV,1,1,0,0,1,1,-0.22064735433153296,-0.32809830834744497
488,742,742,41,male,2,own,None,None,3160,21,radio/TV,0,2,0,0,1,1,0.02092254837372046,-0.22005617646920236
489,743,743,22,male,2,own,quite rich,little,2483,24,furniture/equipment,2,0,0,2,1,0,0.14624283047806308,-0.08190015961843676
490,745,745,28,male,1,own,little,little,1797,13,business,1,0,0,4,1,3,-0.0857666457943759,0.24435939529441014
491,746,746,23,female,2,rent,little,little,2511,15,car,1,0,2,3,1,0,0.004240381023377984,0.07701503059911928
492,747,747,37,female,1,own,little,little,1274,12,car,1,0,0,3,1,0,-0.19404802964042536,0.16611837766240112
493,748,748,26,male,2,own,None,None,5248,21,car,0,2,0,3,1,0,0.2720851353293852,0.10098770175120453
494,749,749,33,male,2,own,little,None,3029,15,car,1,2,0,3,1,0,-0.008871965491554171,0.14474116456097985
495,750,750,49,female,2,own,little,little,428,6,furniture/equipment,1,0,0,2,1,-1,-0.42300558217851525,0.11483185236151121
496,751,751,23,female,1,own,little,little,976,18,car,1,0,0,3,1,0,-0.04523468964214889,0.06248771821462343
497,753,753,25,female,2,own,little,None,5771,30,radio/TV,1,2,0,0,1,2,0.421192682490823,-0.3254394796856092
498,755,755,32,female,2,rent,None,little,1285,24,car,0,0,2,3,1,0,0.035085305109115235,0.1112448670118159
499,758,758,31,male,2,own,little,None,1393,24,car,1,2,0,3,1,0,0.04687895716713548,0.1053971193219885
500,759,759,35,male,2,own,little,little,691,12,car,1,0,0,3,1,0,-0.22287281255702007,0.14979855375095305
501,760,760,59,female,2,own,None,None,5045,15,car,0,2,0,3,1,-1,0.000933516350898278,0.32470220504388986
502,761,761,24,female,2,rent,little,little,2124,18,furniture/equipment,1,0,2,2,1,0,0.010842168774607324,-0.05974574356572464
503,762,762,24,male,1,own,little,little,2214,12,radio/TV,1,0,0,0,1,1,-0.11472597055083411,-0.31863928529228824
504,764,764,27,male,2,own,moderate,None,2463,24,car,4,2,0,3,1,0,0.13590451849911792,0.08569864621384791
505,765,765,40,male,1,own,little,moderate,1155,12,radio/TV,1,1,0,0,1,1,-0.2595399401189166,-0.22120338760202127
506,766,766,31,male,1,own,little,little,3108,30,furniture/equipment,1,0,0,2,1,0,0.24729151046376135,-0.03131411493132359
507,767,767,31,female,2,rent,None,None,2901,10,car,0,2,2,3,1,0,-0.09321087517792276,0.14046018084162434
508,768,768,28,male,2,rent,little,moderate,3617,12,furniture/equipment,1,1,2,2,1,0,-0.012490983548656857,-0.013926981815775213
509,769,769,63,male,1,own,little,None,1655,12,radio/TV,1,2,0,0,1,-1,-0.3350521756193606,-0.0694348573957267
510,770,770,26,female,2,rent,None,little,2812,24,car,0,0,2,3,1,0,0.16350707290365263,0.08124572102234608
511,772,772,36,male,3,own,little,None,3275,21,car,1,2,0,3,1,0,0.09557039983035516,0.15429681146688623
512,773,773,52,male,2,own,moderate,None,2223,24,radio/TV,4,2,0,0,1,-1,-0.0411262650923741,-0.15992152990041184
513,775,775,25,female,2,rent,None,little,1371,24,car,0,0,2,3,1,0,0.07369080904984324,0.06643291088477439
514,776,776,37,male,2,own,little,None,3535,36,car,1,2,0,3,1,0,0.36399891134518203,0.13405802774889364
515,777,777,25,female,2,own,little,little,3509,18,radio/TV,1,0,0,0,1,1,0.06794608749560777,-0.3159580252967203
516,780,780,25,male,2,own,little,moderate,4933,39,radio/TV,1,1,0,0,1,2,0.5198717656781429,-0.34721935729057984
517,781,781,60,male,2,own,rich,None,1940,24,car,3,2,0,3,1,-1,-0.053805202586709774,0.2962745490960288
518,782,782,31,male,1,own,little,moderate,1410,12,education,1,1,0,1,1,-1,-0.18591074238366312,-0.14263236656602898
519,786,786,40,male,2,own,quite rich,None,2675,22,radio/TV,2,2,0,0,1,1,0.010889278989221285,-0.2312170900985249
520,789,789,27,male,2,own,little,little,5998,40,education,1,0,0,1,1,-1,0.6119059688339784,-0.1946404888376756
521,790,790,39,female,2,own,little,moderate,1188,21,business,1,1,0,4,1,0,-0.040938799140817515,0.29698692787936093
522,792,792,27,male,2,own,None,None,1221,6,furniture/equipment,0,2,0,2,1,0,-0.26738545438975625,-0.022980439199959297
523,794,794,32,male,2,rent,quite rich,None,3062,24,furniture/equipment,2,2,2,2,1,0,0.13713190737863878,-0.013820979298078871
524,797,797,22,female,1,rent,little,None,1258,12,furniture/equipment,1,2,2,2,1,0,-0.13897956645351905,-0.06641691713509289
525,798,798,54,male,2,own,None,None,717,24,car,0,2,0,3,1,-1,-0.10577547401588533,0.2503593787480716
526,799,799,35,male,0,own,None,moderate,1549,9,car,0,1,0,3,1,0,-0.21780698209311272,0.16040763032065045
527,800,800,54,male,2,free,little,None,1597,24,education,1,2,1,1,1,-1,-0.07708892870745962,-0.01524847719338883
528,801,801,48,female,1,rent,little,moderate,1795,18,radio/TV,1,1,2,0,1,1,-0.15279813885621826,-0.17700334161031342
529,802,802,24,female,2,own,little,little,4272,20,furniture/equipment,1,0,0,2,1,0,0.18588907453388104,-0.05107606627700698
530,803,803,35,male,2,own,None,None,976,12,radio/TV,0,2,0,0,1,1,-0.24773599844766986,-0.25460344296525006
531,805,805,24,male,2,own,little,little,9271,36,car,1,0,0,3,1,-1,0.8014830477056728,0.0831093868796707
532,806,806,26,male,1,own,little,moderate,590,6,radio/TV,1,1,0,0,1,1,-0.33310697029719805,-0.3038062404444802
533,809,809,26,female,0,rent,little,moderate,1778,15,car,1,1,2,3,1,0,-0.057969791166136854,0.0921911267731029
534,810,810,26,male,2,own,little,moderate,907,8,business,1,1,0,4,1,-1,-0.22009054962200617,0.2356682259164483
535,811,811,28,male,1,own,little,moderate,484,6,radio/TV,1,1,0,0,1,1,-0.34947859284429,-0.2914741040904859
536,812,812,24,male,2,own,little,little,9629,36,car,1,0,0,3,1,-1,0.8249668113573415,0.08518136386888468
537,817,817,24,female,2,rent,little,None,1554,6,radio/TV,1,2,2,0,1,1,-0.26045303151230753,-0.3111725771986265
538,819,819,26,male,2,own,little,little,1345,18,radio/TV,1,0,0,0,1,1,-0.07871521279657763,-0.3220096761818201
539,820,820,27,male,2,own,little,None,1101,12,car,1,2,0,3,1,0,-0.15830468184106383,0.10038898130187804
540,821,821,24,male,2,own,little,rich,3016,12,radio/TV,1,3,0,0,1,1,-0.062117092202682175,-0.3139975938248312
541,822,822,41,male,2,own,little,little,2712,36,furniture/equipment,1,0,0,2,1,-1,0.2766563813691665,0.01983555735859926
542,823,823,47,male,1,own,little,little,731,8,car,1,0,0,3,1,0,-0.3450475524416461,0.23522818933762865
543,824,824,35,male,3,own,little,None,3780,18,furniture/equipment,1,2,0,2,1,0,0.06767016324629004,0.02103954403166338
544,825,825,30,male,2,own,little,little,1602,21,car,1,0,0,3,1,0,0.014081431073662807,0.1057772007693585
545,826,826,33,female,2,rent,little,little,3966,18,car,1,0,2,3,1,0,0.10380900782874394,0.14452091116345872
546,827,827,36,male,2,own,little,None,4165,18,business,1,2,0,4,1,0,0.1172547912813561,0.30044158455175235
547,830,830,44,male,2,own,quite rich,None,2375,24,business,2,2,0,4,1,0,0.06459562697546417,0.3305776526557787
548,831,831,23,female,2,rent,little,little,1216,18,car,1,0,2,3,1,0,-0.02949138440080666,0.06387675306772775
549,833,833,42,female,2,own,None,moderate,5084,24,radio/TV,0,1,0,0,1,-1,0.19363869979962225,-0.2080912106596075
550,835,835,48,male,2,own,little,little,1082,12,car,1,0,0,3,1,0,-0.2584434855270778,0.23620809689088565
551,836,836,21,female,2,own,None,None,886,12,radio/TV,0,2,0,0,1,1,-0.18771143212134572,-0.3457437182673053
552,838,838,63,male,2,own,little,little,2957,24,car,1,0,0,3,1,-1,-0.001220440724770774,0.3215790244072316
553,839,839,46,male,2,own,little,None,2611,24,radio/TV,1,2,0,0,1,-1,0.012580399910959982,-0.19651280379690603
554,840,840,29,male,2,own,little,little,5179,36,furniture/equipment,1,0,0,2,1,-1,0.4949944162221252,-0.04356008236522473
555,841,841,28,male,1,own,little,None,2993,21,car,1,2,0,3,1,0,0.11474533376710798,0.10088218852469368
556,842,842,23,female,2,own,little,None,1943,18,repairs,1,2,0,6,1,-1,0.06175607192416953,0.47413584674785414
557,843,843,50,male,2,own,little,None,1559,24,business,1,2,0,4,1,-1,-0.017186599041596865,0.3646918143975702
558,844,844,47,male,2,own,little,None,3422,18,furniture/equipment,1,2,0,2,1,0,-0.012323576798373693,0.09664132752714179
559,845,845,35,male,2,own,None,moderate,3976,21,furniture/equipment,0,1,0,2,1,0,0.13174368163394395,0.016530645525182595
560,847,847,28,male,2,own,little,None,1249,24,car,1,2,0,3,1,0,0.05156046812057885,0.08514525828895281
561,848,848,59,male,2,own,little,little,1364,9,radio/TV,1,0,0,0,1,-1,-0.38652076020071424,-0.0913670386801639
562,850,850,33,male,2,rent,little,little,2235,20,car,1,0,2,3,1,0,0.02440474262482386,0.13074031263887745
563,851,851,43,male,2,own,None,None,4042,24,car,0,2,0,3,1,0,0.16413571237545546,0.1984023519978201
564,852,852,35,male,2,free,little,None,1471,15,radio/TV,1,2,1,0,1,1,-0.1640489456135103,-0.2573818355505718
565,853,853,32,male,1,free,little,little,1442,18,car,1,0,1,3,1,0,-0.05704892092662225,0.12344008125125368
566,855,855,33,male,2,own,moderate,None,1474,24,car,4,2,0,3,1,0,0.04277399328725597,0.11881154533235998
567,856,856,40,female,2,own,None,None,894,10,education,0,2,0,1,1,-1,-0.29628565479655583,-0.08360128649011782
568,857,857,28,male,2,free,little,None,3343,15,furniture/equipment,1,2,1,2,1,0,0.02075189540803527,-0.02115607357625202
569,858,858,29,female,2,own,little,little,3959,15,car,1,0,0,3,1,0,0.07097000111631195,0.12423242112186172
570,860,860,27,male,2,own,rich,None,5804,24,car,3,2,0,3,1,0,0.35506444687963623,0.10503516889810459
571,861,861,28,male,2,own,little,None,2169,18,business,1,2,0,4,1,0,0.023996286952856476,0.2371069377003063
572,862,862,35,female,2,own,little,little,2439,24,radio/TV,1,0,0,0,1,1,0.05309850951491007,-0.26870922588593227
573,864,864,25,male,1,rent,little,None,2210,10,furniture/equipment,1,2,2,2,1,0,-0.12480294027703771,-0.03772645411670631
574,866,866,27,female,2,own,little,little,2389,18,radio/TV,1,0,0,0,1,1,-0.01494099969615515,-0.3094945611970919
575,867,867,42,male,2,own,little,None,3331,12,furniture/equipment,1,2,0,2,1,0,-0.0971800614197504,0.07503713888308323
576,868,868,37,male,2,own,None,None,7409,36,business,0,2,0,4,1,-1,0.632641550404096,0.2918298572041745
577,869,869,24,female,2,rent,little,little,652,12,furniture/equipment,1,0,2,2,1,0,-0.18814974158674067,-0.0569786033917326
578,870,870,40,female,2,own,quite rich,None,7678,36,furniture/equipment,2,2,0,2,1,-1,0.6071207703540225,0.04210419015369231
579,871,871,46,male,2,own,little,rich,1343,6,car,1,3,0,3,1,0,-0.334337283226068,0.2360595994858866
580,872,872,26,male,2,own,moderate,little,1382,24,business,4,0,0,4,1,0,0.08422266612890308,0.20831988022402095
581,873,873,24,female,2,own,None,None,874,15,domestic appliances,0,2,0,5,1,-1,-0.07881233759986431,0.3447144524818041
582,874,874,29,male,1,own,little,little,3590,12,furniture/equipment,1,0,0,2,1,0,-0.018971270087724132,-0.007610434863025092
583,875,875,40,female,2,own,rich,moderate,1322,11,car,3,1,0,3,1,0,-0.22209902461503603,0.1876957170774782
584,876,876,36,male,3,free,little,little,1940,18,radio/TV,1,0,1,0,1,1,-0.08677658221324579,-0.2538378935379219
585,877,877,28,male,2,own,little,None,3595,36,radio/TV,1,2,0,0,1,2,0.36675885908552014,-0.3299015095056142
586,878,878,27,male,3,free,little,little,1422,9,car,1,0,1,3,1,0,-0.18846449685465966,0.10789009238775446
587,879,879,36,male,2,own,None,None,6742,30,radio/TV,0,2,0,0,1,-1,0.433086659919508,-0.24861872906478985
588,880,880,38,male,3,own,little,None,7814,24,car,1,2,0,3,1,-1,0.43511381658229875,0.18786928290382154
589,882,882,36,male,2,own,None,moderate,2181,30,car,0,1,0,3,1,0,0.17745662409357701,0.13103529668527092
590,884,884,43,male,2,own,little,moderate,4057,24,furniture/equipment,1,1,0,2,1,0,0.1506002153314581,0.06313867480805094
591,885,885,53,female,2,own,little,little,795,12,education,1,0,0,1,1,-1,-0.3298545854517599,-0.003789874155172862
592,886,886,34,male,2,own,None,moderate,2825,24,business,0,1,0,4,1,0,0.14120597129714327,0.2684539592681057
593,888,888,34,male,3,own,little,None,6614,36,car,1,2,0,3,1,-1,0.5800998922688175,0.13245974726400506
594,891,891,46,male,2,own,little,None,1829,15,radio/TV,1,2,0,0,1,1,-0.1923659936554202,-0.1841089114503896
595,892,892,38,male,1,own,little,little,2171,12,car,1,0,0,3,1,0,-0.13991659100032502,0.17778270879960292
596,893,893,34,male,2,own,little,moderate,5800,36,car,1,1,0,3,1,-1,0.5267038486585981,0.12774860405389282
597,894,894,29,male,2,own,None,None,1169,18,radio/TV,0,2,0,0,1,1,-0.10438779740514396,-0.30360986161959025
598,897,897,35,female,2,own,rich,None,1592,12,furniture/equipment,3,2,0,2,1,0,-0.17828927441839565,0.019662730227227445
599,899,899,42,male,2,own,little,little,4153,18,furniture/equipment,1,0,0,2,1,0,0.05917373057962903,0.06850802931526695
600,900,900,43,male,2,rent,little,little,2625,16,car,1,0,2,3,1,0,-0.065392681050679,0.2052499973055481
601,901,901,44,male,2,own,None,None,3485,20,car,0,2,0,3,1,0,0.054600312396569345,0.20917581627643056
602,904,904,36,male,3,own,little,None,1278,24,radio/TV,1,2,0,0,1,1,-0.027768894289499222,-0.2689558686141
603,906,906,24,male,1,own,None,little,3763,21,car,0,0,0,3,1,0,0.18409176354741266,0.07944742185017263
604,907,907,27,male,2,own,None,moderate,3711,36,education,0,1,0,1,1,-1,0.39359674160649977,-0.20035246416558328
605,908,908,46,female,1,own,little,None,3594,15,car,1,2,0,3,1,0,-0.033028742161638855,0.23215775796941313
606,909,909,33,female,1,own,None,moderate,3195,9,car,0,1,0,3,1,0,-0.10041581758074139,0.15698846760740903
607,910,910,34,female,2,own,little,None,4454,36,radio/TV,1,2,0,0,1,2,0.39485178423199346,-0.2860930420181987
608,911,911,25,female,1,own,little,moderate,4736,24,furniture/equipment,1,1,0,2,1,0,0.2799056143329146,-0.04944215481374663
609,912,912,25,female,2,own,None,moderate,2991,30,radio/TV,0,1,0,0,1,1,0.23883273011194203,-0.3415291334007345
610,913,913,28,male,2,own,rich,None,2142,11,business,3,2,0,4,1,3,-0.09727996835920721,0.25011831754231384
611,914,914,31,male,2,rent,little,little,3161,24,business,1,0,2,4,1,0,0.17737409273327118,0.2509801679412787
612,916,916,32,male,2,own,moderate,None,2848,10,car,4,2,0,3,1,0,-0.10139668645146874,0.1466262490186215
613,918,918,33,male,2,own,moderate,little,2359,24,furniture/equipment,4,0,0,2,1,0,0.08630797774312426,-0.011416880514905968
614,919,919,39,male,3,rent,little,little,3345,24,furniture/equipment,1,0,2,2,1,0,0.12273173524647443,0.03312661791561057
615,920,920,28,female,2,own,little,None,1817,18,furniture/equipment,1,2,0,2,1,0,-0.02813280131094125,-0.035631297153756486
616,923,923,30,male,2,rent,little,moderate,2002,12,car,1,1,2,3,1,0,-0.1133291841791069,0.12502208976741375
617,924,924,55,male,2,own,little,little,6872,24,furniture/equipment,1,0,0,2,1,-1,0.27874608999837325,0.15710465659061304
618,925,925,46,male,2,own,little,little,697,12,car,1,0,0,3,1,0,-0.2742800416195652,0.22103422673324877
619,926,926,21,female,2,rent,little,little,1049,18,furniture/equipment,1,0,2,2,1,0,-0.045547225187322724,-0.08538590229976094
620,929,929,43,male,1,own,little,little,1344,12,car,1,0,0,3,1,0,-0.2177112204748647,0.20536039307023612
621,930,930,24,male,1,own,little,little,1747,24,furniture/equipment,1,0,0,2,1,0,0.08854503167244779,-0.07321423975384138
622,931,931,22,female,2,own,little,moderate,1670,9,radio/TV,1,1,0,0,1,1,-0.19220895213960182,-0.3290901140702574
623,932,932,30,male,2,own,little,None,1224,9,car,1,2,0,3,1,0,-0.21558021777701575,0.1261625787551165
624,933,933,42,male,2,own,quite rich,None,522,12,radio/TV,2,2,0,0,1,1,-0.31048123709178926,-0.21192134027963525
625,934,934,23,female,2,own,little,little,1498,12,radio/TV,1,0,0,0,1,1,-0.15698433315475555,-0.3292560526444405
626,940,940,45,male,3,own,None,None,3527,12,car,0,2,0,3,1,0,-0.08393106928265506,0.23094044933571303
627,941,941,31,male,1,own,little,None,1546,10,car,1,2,0,3,1,0,-0.1820949526863341,0.13261792156680605
628,942,942,31,male,2,own,None,None,929,24,furniture/equipment,0,2,0,2,1,0,0.0019224467456259305,-0.032638839928768114
629,943,943,42,male,1,own,little,None,1455,4,car,1,2,0,3,1,0,-0.3422980724983707,0.21457874690233736
630,944,944,46,female,2,rent,little,little,1845,15,furniture/equipment,1,0,2,2,1,0,-0.1622775327295016,0.08668467460932701
631,946,946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,2,0,1,2,1,0,0.16537660596190967,-0.02510555186702365
632,947,947,38,male,3,own,None,None,2859,12,car,0,2,0,3,1,0,-0.09478578264181065,0.18176460871183542
633,948,948,43,male,1,own,little,None,1533,18,furniture/equipment,1,2,0,2,1,0,-0.11739984967110657,0.05981721220926892
634,949,949,31,male,2,own,moderate,None,3621,24,radio/TV,4,2,0,0,1,1,0.14947094662618554,-0.2877594827292907
635,950,950,40,male,0,own,little,moderate,3590,18,business,1,1,0,4,1,0,0.06069979700964196,0.3230049420444207
636,951,951,24,male,2,own,little,little,2145,36,business,1,0,0,4,1,-1,0.3485575298697341,0.17721711890100242
637,952,952,28,female,2,rent,quite rich,moderate,4113,24,car,2,1,2,3,1,0,0.2394305773339295,0.10172107420266462
638,954,954,29,female,2,own,little,little,1893,12,car,1,0,0,3,1,0,-0.11577010394346691,0.11791842306457115
639,957,957,37,male,1,own,little,moderate,1154,9,radio/TV,1,1,0,0,1,1,-0.29669452889973136,-0.2349843383985663
640,958,958,45,male,1,own,little,little,4006,28,car,1,0,0,3,1,0,0.2206445348889432,0.2036152542241707
641,959,959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,4,1,1,2,1,0,0.14700941651367708,-0.026726092528978715
642,960,960,30,male,2,rent,little,None,1740,6,radio/TV,1,2,2,0,1,1,-0.2765069581467648,-0.2712591949451244
643,961,961,47,male,2,own,little,moderate,2353,21,car,1,1,0,3,1,0,-0.016710942832046563,0.22016154968384508
644,962,962,29,male,2,own,None,None,3556,15,car,0,2,0,3,1,0,0.04453436773189148,0.12190000009769067
645,963,963,35,male,2,own,quite rich,None,2397,24,radio/TV,2,2,0,0,1,1,0.05034343109767517,-0.2689523069852254
646,965,965,26,female,2,own,None,moderate,1715,30,radio/TV,0,1,0,0,1,1,0.15042165921272282,-0.3424413553293483
647,966,966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,2,1,0,0,1,1,0.16613833720074916,-0.3515574640775512
648,969,969,40,male,1,own,little,little,3939,11,car,1,0,0,3,1,0,-0.05043140037923343,0.2028419846215368
649,971,971,43,male,1,own,little,None,7393,24,car,1,2,0,3,1,-1,0.3839516118076965,0.21779675113428953
650,974,974,33,female,2,own,little,None,2831,30,radio/TV,1,2,0,0,1,1,0.19066387568905052,-0.2906726496463425
651,976,976,64,female,2,own,little,moderate,753,6,radio/TV,1,1,0,0,1,-1,-0.5013629007319371,-0.05689594607188765
652,977,977,42,male,2,own,None,moderate,2427,18,business,0,1,0,4,1,0,-0.025007965704528044,0.32921953739953463
653,978,978,47,male,1,own,little,None,2538,24,car,1,2,0,3,1,0,0.046641007398712526,0.21558898707993035
654,979,979,25,male,2,rent,moderate,moderate,1264,15,car,4,1,2,3,1,0,-0.0869775385252619,0.08274346375564672
655,980,980,49,male,2,own,little,moderate,8386,30,furniture/equipment,1,1,0,2,1,-1,0.5087480669734535,0.1157437172735681
656,983,983,26,male,2,own,little,little,8229,36,car,1,0,0,3,1,-1,0.7237125347173459,0.09002428730655809
657,984,984,30,male,1,own,little,None,2028,24,furniture/equipment,1,2,0,2,1,0,0.07872283002935516,-0.03275103120431881
658,985,985,25,female,2,rent,little,little,1433,15,furniture/equipment,1,0,2,2,1,0,-0.09041108137273128,-0.05162891607004719
659,987,987,64,female,2,own,moderate,None,1409,13,radio/TV,4,2,0,0,1,-1,-0.33882606626652223,-0.06626689706971751
660,989,989,48,male,1,own,little,moderate,1743,24,radio/TV,1,1,0,0,1,1,-0.05377621677739355,-0.18859085310151802
661,993,993,30,male,3,own,little,little,3959,36,furniture/equipment,1,0,0,2,1,-1,0.41025678321255254,-0.044148196161447446
662,994,994,50,male,2,own,None,None,2390,12,car,0,2,0,3,1,0,-0.18206080136059513,0.25672396358775307
663,995,995,31,female,1,own,little,None,1736,12,furniture/equipment,1,2,0,2,1,0,-0.1500066324759253,-0.005395102355807423
664,996,996,40,male,3,own,little,little,3857,30,car,1,0,0,3,1,0,0.2685607135646185,0.16662664357101373
665,997,997,38,male,2,own,little,None,804,12,radio/TV,1,2,0,0,1,1,-0.2731461946355472,-0.23618047782213508
